critical_level,violation_description,violation_date
C,Evidence of mice or live mice present in facility's food and/or non-food areas.,05/06/2019
C,Evidence of mice or live mice present in facility's food and/or non-food areas.,02/07/2019
C,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",02/07/2019
C,Evidence of mice or live mice present in facility's food and/or non-food areas.,06/06/2017
C,Live roaches present in facility's food and/or non-food areas.,08/07/2018
C,Evidence of mice or live mice present in facility's food and/or non-food areas.,05/10/2018
C,Evidence of mice or live mice present in facility's food and/or non-food areas.,03/28/2017
C,Live roaches present in facility's food and/or non-food areas.,04/24/2017
C,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",09/11/2019
C,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",09/11/2017
C,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,05/14/2018
C,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",11/14/2018
C,Food Protection Certificate not held by supervisor of food operations.,05/16/2018
C,Evidence of mice or live mice present in facility's food and/or non-food areas.,06/05/2017
C,Evidence of mice or live mice present in facility's food and/or non-food areas.,01/09/2017
C,Evidence of mice or live mice present in facility's food and/or non-food areas.,07/08/2019
C,Food Protection Certificate not held by supervisor of food operations.,10/08/2019
C,Evidence of mice or live mice present in facility's food and/or non-food areas.,07/01/2019
C,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",05/17/2017
C,Food Protection Certificate not held by supervisor of food operations.,12/04/2017
C,Evidence of mice or live mice present in facility's food and/or non-food areas.,01/11/2017
C,Hot food item not held at or above 140º F.,05/09/2018
C,Evidence of mice or live mice present in facility's food and/or non-food areas.,04/05/2017
C,Evidence of mice or live mice present in facility's food and/or non-food areas.,08/02/2019
C,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,03/22/2018
C,Evidence of mice or live mice present in facility's food and/or non-food areas.,07/05/2017
C,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",02/28/2017
C,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",10/08/2019
C,Evidence of mice or live mice present in facility's food and/or non-food areas.,05/14/2018
C,Evidence of mice or live mice present in facility's food and/or non-food areas.,06/11/2019
C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",05/31/2018
C,Food Protection Certificate not held by supervisor of food operations.,05/30/2019
C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",04/27/2017
C,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",11/21/2019
C,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",06/19/2017
C,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,06/03/2019
C,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",03/21/2019
C,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",03/07/2019
C,Evidence of mice or live mice present in facility's food and/or non-food areas.,09/17/2019
C,Food Protection Certificate not held by supervisor of food operations.,10/16/2017
C,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,12/12/2018
C,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,03/23/2017
C,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,05/21/2019
C,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",06/24/2019
C,Evidence of mice or live mice present in facility's food and/or non-food areas.,07/31/2017
C,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,11/21/2019
C,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10/04/2019
C,Evidence of mice or live mice present in facility's food and/or non-food areas.,03/21/2017
C,Evidence of mice or live mice present in facility's food and/or non-food areas.,06/05/2019
C,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",01/23/2019
C,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",05/17/2017
C,Evidence of mice or live mice present in facility's food and/or non-food areas.,12/23/2016
C,Food Protection Certificate not held by supervisor of food operations.,01/23/2019
